Title,Acronym,Source,Rank,,Primary For,
Southwestern Conference on Pattern Languages of Programs,ChiliPLoP,ERA2010,C,Yes,0803,
Spanish Meeting on Computational Geometry,EGC,ERA2010,C,Yes,0802,
Spatial Information Research Centre Colloquium,SIRC,CORE2018,C,No,0909,
Spatial Information Science and Technology Conference,SIST,CORE2018,C,No,0909,
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,CORE2018,C,No,0804,
SPIE Conference on Performance and Control of Network Systems,PCNS,CORE2018,C,No,1006,
SPIE Conference on Visual Data Exploration and Analysis,VDEA,CORE2018,C,No,0804,
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,CORE2018,C,No,0804,
SPIE Smart Structures and Materials and Non-destructive Evaluation and Health Monitoring,,ERA2010,A,No,0905,
Spring Conference on Computer Graphics,SCCG,CORE2018,C,No,0801,
Stapp Car Crash Conference,,ERA2010,A,No,0902,0913
State of Australian Cities (SOAC) Conference,SOAC,ERA2010,A,No,1201,1205
State of the Art of Stream Ciphers,SASC,CORE2018,C,No,0804,
Static Analysis Symposium,SAS,CORE2023,B,Yes,4612,
Stochastic Local Search Algorithms,SLS,CORE2018,C,No,0802,
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,CORE2018,C,No,0804,
Structural and Syntactical Pattern Recognition,SSPR,CORE2023,B,Yes,4603,
Structural Engineering and Construction Conference,APSEC-EASEC,ERA2010,B,No,0905,
Summer Computer Simulation Conference,SCSC,CORE2021,B,Yes,4602,
Summer School on Modelling and Verification of Parallel Processes,MOVEP,CORE2018,C,No,0805,
Symposia on VLSI Technology and Circuits,VLSI,CORE2018,A,No,1005,
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,CORE2023,B,Yes,4606,
Symposium of Asian Association for Algorithms and Computation,AAAC,CORE2023,C,No,4613,
Symposium on ‘Building Simulation in the Southwest of England’,IBPSA,ERA2010,A,No,1202,
"Symposium on Abstraction, Reformulation and Approximation",SARA,CORE2018,B,No,0802,
Symposium on Advanced Structural Steels and New Rolling Technologies,,ERA2010,B,No,0910,
Symposium on Advances in DB and Information Systems,ADBIS,CORE2023,C,Yes,4605,
Symposium on Assessment of Quality S/W Dev Tools,AQSDT,CORE2018,C,No,0803,
Symposium on Cellular Automata,JAC,CORE2018,C,No,0802,
"Symposium On Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",ESCAPE,CORE2018,C,No,0802,
Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,CORE2018,C,No,0802,
"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,CORE2018,C,No,0805,
Symposium on Discrete Mathematics,EDM,CORE2018,C,No,0802,
Symposium on Frontiers of Massively Parallel Processing,MassPar,CORE2018,A,No,0805,
Symposium on Geometry Processing,SGP,CORE2023,B,No,4607,
"Symposium on High Performance Chips ",HOTCHIPS (HCS),CORE2023,C,Yes,4606,
Symposium on High Performance Chips,HOT CHIPS,ERA2010,A,No,1005,
Symposium on Information Technology and Information Systems,ITIS,CORE2018,C,No,0806,
Symposium on Information Theory in the Benelux,,ERA2010,C,Yes,0804,
Symposium on Logical Formalizations of Commonsense Reasoning,COMMONSENSE,CORE2018,B,No,0801,
"Symposium on Networked Systems, Design and Implementation",NSDI,CORE2023,National: USA,No,4606,
Symposium on Parallelism in Algorithms and Architectures,SPAA,CORE2023,B,Yes,4606,
Symposium on Programming Language Implementation and Logic Programming,PLILP,CORE2018,B,No,,
Symposium on Programs as Data Objects,PADO,CORE2018,C,No,0802,
Symposium on Reliable Distributed Systems,SRDS,CORE2023,B,Yes,4606,
Symposium on Requirements Engineering for Information Security,SREIS,CORE2018,C,No,0806,
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,CORE2023,C,No,4604,
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,CORE2018,C,No,0802,
Symposium On Usable Privacy and Security,SOUPS,CORE2023,B,Yes,4608,
Systems Engineering / Test and Evaluation Conference,SETE,CORE2018,C,No,0803,
TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,CORE2018,C,No,0802,
"Tangible, Embedded, and Embodied Interaction",TEI,CORE2023,B,Yes,4608,
Techniques and Problems in Graph Theory,TPGT,CORE2018,C,No,0802,
Technology for Interactive Digital Storytelling (merged into ICIDS in 2008),TIDSE,ERA2010,C,No,0899,
Technology of Object-Oriented Languages and Systems,TOOLS,CORE2020,B,No,4612,
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,CORE2023,National: China,Yes,4606,
Text Retrieval Conference,TREC,CORE2008,A,No,,
The ACM International System and Storage Conference,SYSTOR,CORE2023,National:Israel,Yes,4606,
The Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,CORE2018,C,No,,
The Claude Shannon Workshop on Coding and Cryptography,,CORE2018,C,No,0804,
The Conference on visualization of information,SEE,CORE2018,C,No,0801,
The IASTED International Conference on Applied Simulation and Modelling (International Association of Science and Technology for Development),,ERA2010,C,No,09,
The International Conference on Future Networks and Communications,FNC,CORE2023,Unranked,Yes,4606,
The International Conference on Intelligent Environments,IE,CORE2023,B,Yes,4602,
"The International Conference on Mobile Technology, Applications and Systems",MOBILITY,ERA2010,C,No,1005,
The International Conference on Semantic Web and Web Services,SWWS,CORE2018,C,No,0805,
"The International Conference on Verification and Evaluation of Computer and Communication Systems ",VECoS,CORE2023,C,Yes,4606,4612
"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,CORE2023,A,Yes,4604,
The International Workshop on Algorithms and Graphs,IWAAG,CORE2018,C,No,0802,
The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,CORE2018,Australasian,Yes,0802,
The Northern Formal Methods Workshops,NFM,ERA2010,C,Yes,0802,
The organizational semiotics Conference,ORGSEM,CORE2018,B,No,0806,
The Symposium of Combinatorial Search,SoCS,CORE2023,B,Yes,4602,
The Theory and Application of Diagrams,DIAGRAMS,CORE2023,C,Yes,4602,
The World Conference on Titanium,,ERA2010,A,No,0914,
Theoretical Aspects of Rationality and Knowledge,TARK,CORE2023,A,Yes,4613,
Theory and Applications of Knowledge MAnagement,TAKMA,CORE2018,C,No,,
Theory of Cryptography Conference,TCC,CORE2023,A,Yes,4604,
Thermo and Fluid Dynamic Processes in Diesel Engines,,ERA2010,B,No,0902,
TMS Annual Meeting and Exhibition,,ERA2010,B,No,0914,
Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2023,A,Yes,4612,
Topological and Geometric Graph Theory,TGGT,CORE2018,C,No,0802,
Traitement Automatique des Langues Naturelles,TALN,ERA2010,C,Yes,0802,
Transportation Research Board (USA) Annual Meeting,TRB,ERA2010,A,No,1205,
Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,CORE2018,C,No,0804,
Turbulence and Shear Flow Phenomena,,ERA2010,A,No,0901,
UK Academy of Information Systems Conference,UKAIS,ERA2010,C,Yes,0806,
UK e-Science All Hands Meeting,UK e-Science,ERA2010,C,Yes,0805,
UK Ireland Planning Research Conference,PRC,ERA2010,B,No,1205,
UK Wind Engineering Society Conference on Wind Engineering,,ERA2010,C,No,0905,
Unconventional Models of Computation,UMC,CORE2018,B,No,0802,
United Kingdom Systems Society,UKSS,ERA2010,B,Yes,0806,
United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG,VR-SIG,ERA2010,C,Yes,0806,
University of Western Australia Computer Science Research Conference,UWACS,CORE2018,Australasian,Yes,,
Unix Symposium on Internet Technologies,USITS,CORE2020,A,No,4606,
"Unix Symposium on Operating Systems Design and Implementation ",SDSDI,CORE2018,A,No,0803,
Urban History Planning History (Australasia),UHPH,ERA2010,B,No,1201,
US Office of Naval Research Symposium on Naval Hydrodynamics,,ERA2010,C,No,0911,
Usable Security and Privacy,USEC,CORE2023,National: USA,No,4604,
Usenix Annual Technical Conference,USENIX,CORE2023,A,No,4606,
Usenix Network and Distributed System Security Symposium,NDSS,CORE2023,A*,Yes,4604,
Usenix Security Symposium,USENIX-Security,CORE2023,A*,Yes,4604,
Usenix Symposium on Operating Systems Design and Implementation,OSDI,CORE2023,A*,Yes,4606,
USENIX Windows NT Symposium,UWNTS,CORE2018,C,No,0803,
USENIX Workshop on Electronic Commerce,USENIX EC,CORE2018,C,No,08,
USENIX Workshop on Hot Topics in Operating Systems,HotOS,CORE2023,A,Yes,4606,
USENIX/ACCURATE Electronic Voting Technology Workshop,EVT,CORE2018,C,No,0804,
Utility and Cloud Computing,UCC,CORE2023,Unranked,Yes,4606,4601
"Verification, Model Checking and Abstract Interpretation",VMCAI,CORE2023,B,No,4612,
Vision Interface,VI,CORE2018,C,No,0801,
VisMasters Design Modelling and Visualization Conference,DMVC,CORE2018,C,No,0801,
Visual Analytics,EuroVA,CORE2023,C,No,4608,
Visual Information Communication and Interaction,VINCI,CORE2023,C,No,4608,
Visual Languages and Formal Methods,VLFM,CORE2018,C,No,0803,
Visualisation in Built and Rural Environments,BuiltViz,CORE2018,C,No,0801,
Visualization In Science and Education,GRC,CORE2023,National: USA,No,4608,
Visualization in Software Engineering,SEViz,CORE2018,C,No,0801,
Visualization in Software Product Lines Workshop,VisPLE,CORE2018,C,No,0801,
Water Down Under 2008 (incorporating the 31st Hydrology and Water Resources Symposium and the 4th International Conference on Water Resources and Environment Research),,ERA2010,A,No,0907,
Web and Big Data,APWEB,CORE2023,C,Yes,4605,
Web Visualization,WebViz,CORE2018,C,No,0801,
Western Australian Workshop on Information Systems Research,WAWISR,CORE2018,Australasian,Yes,0806,
Western Canadian Conference on Computing Education,WCCCE,ERA2010,C,Yes,0899,
Western Decision Sciences Institute Conference,WDSI,ERA2010,C,Yes,0806,
Western European Workshop on Research in Cryptology,WeWoRC,ERA2010,C,Yes,0804,
Winter Simulation Conference,WSC,CORE2023,C,Yes,4602,
Wireless Days,WD,CORE2021,C,Yes,4606,
Workshop in Information Security Theory and Practices,WISTP,CORE2023,C,No,4604,
Workshop on Ad Hoc and Ubiquitous computing,AUC,CORE2018,C,No,0805,
Workshop on Algorithm Engineering,WAE,CORE2018,B,No,0802,
Workshop on Algorithm Engineering and Experiments,ALENEX,CORE2023,A,Yes,4613,
"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,CORE2023,C,No,4613,
Workshop on Algorithmic Aspects of Advanced Programming Languages,WAAAPL,CORE2018,C,No,0802,
Workshop on Algorithms And Models For The Web Graph,WAW,CORE2023,C,No,4613,
Workshop on Algorithms in Bioinformatics,WABI,CORE2023,C,Yes,4601,
"Workshop on Algorithms, Combinatorics, and Geometry",ACG,CORE2018,C,No,0802,
Workshop on Analytic Algorithmics and Combinatorics,ANALCO,CORE2021,B,No,4613,
Workshop on Application Specific Processors,WASP,ERA2010,C,No,0905,
Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,CORE2023,C,No,4606,
Workshop on Approximation and Online Algorithms,WAOA,CORE2023,B,Yes,4613,
Workshop on Approximation and Randomization Algorithms in Communication Networks,ARACNE,CORE2018,C,No,0802,
Workshop on Aspect Oriented Requirements Engineering and Architecture Design,Early Aspects,CORE2018,C,No,0803,
Workshop on Aspect-Oriented Modelling,AOM,CORE2018,C,No,0803,
"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,CORE2018,C,No,0803,
Workshop on Assurance Cases for Security,DSN,CORE2018,C,No,0803,
"Workshop on Australasian Information Security, Data Mining and Web Intelligence, and Software Internationalisation",AISW,CORE2018,Australasian,Yes,0804,
Workshop on Combinatorial and Algorithmic Aspects of Networking,CAAN,CORE2018,B,No,0802,
Workshop on Component-Oriented Programming,WCOP,CORE2018,C,No,0803,
Workshop on Computational and Conformal Geometry,CCG,CORE2018,C,No,0802,
Workshop on Computational Geometry and Applications,CGA,CORE2018,C,No,0802,
Workshop on Computational Graph Theory and Combinatorics,WCGTC,CORE2018,C,No,0802,
Workshop on Computational Optimization,WCO,CORE2023,C,No,4613,
Workshop on Computer Architecture Education,WCAE,CORE2023,National: USA,No,4608,
Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,CORE2023,C,No,4602,
Workshop on Cryptographic Hardware and Embedded Systems,CHES,CORE2023,A,Yes,4604,
Workshop on Cryptography for Ad hoc Networks,WCAN,CORE2018,C,No,0804,
Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,CORE2018,C,No,0804,
Workshop on Database Technology for Virtual Enterprises,DTVE,CORE2018,C,No,0804,
Workshop on Declarative Programming in the Context of OO Languages,DP-COOL,CORE2018,C,No,0803,
Workshop on Distributed Algorithms (DISC since 1998),WDAG,CORE2014,B,No,,
Workshop on Distributed Data and Structures,WDAS,CORE2018,C,No,0802,
Workshop on Domain Specific Modelling,DSM,CORE2023,C,No,4612,
"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,CORE2018,C,No,0803,
Workshop on Economics of Peer-to-Peer Systems,P2P Econ,CORE2018,C,No,0899,
Workshop on Elliptic Curve Cryptography,ECC,CORE2018,C,No,0804,
Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,CORE2023,C,No,4604,
Workshop on Formal Techniques for Java-like Programs,FTfJP,CORE2023,C,No,4612,
Workshop On Java For High-Performance Computing,JHPC,CORE2018,C,No,0803,
Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,CORE2023,C,Yes,4606,
Workshop on Localized Algorithms and Protocols for Wireless Sensor Networks,LOCALGOS,CORE2018,C,No,0802,
Workshop on Logic and Learning,L&L,CORE2018,C,No,0802,
"Workshop on Logic, Language, Information and Computation",WoLLIC,CORE2023,C,Yes,4613,
Workshop on Massive Data Algorithmics,Massive,CORE2018,C,No,0802,
Workshop on Mobile Computing Systems and Applications,HOTMOBILE,CORE2023,National: USA,No,4606,
Workshop on Multiparadigm Programming with OO Languages,MPOOL,CORE2018,C,No,0803,
Workshop on Nature Inspired Distributed Computing,NISDIC,CORE2018,C,No,0805,
Workshop on Network-Related Data Management,NRDM,CORE2018,C,No,0804,
Workshop on New Technologies for Personalized Information Access,PIA,CORE2018,C,No,0804,
Workshop on Object-Oriented Database Systems,OODBS,CORE2018,C,No,0803,
Workshop on Object-Oriented Development,WOOD,CORE2018,C,No,0803,
Workshop on On-Line Algorithms,OLA,CORE2018,C,No,0802,
Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,CORE2018,C,No,0803,
Workshop on Parameterized Complexity,WPC,CORE2018,C,No,0802,
Workshop on Physics and Computation,PC,CORE2018,C,No,0802,
Workshop on Power Aware Computing and Systems,HotPower,CORE2018,B,No,0803,
Workshop on Probabilistic Graph Theory,PGT,CORE2018,C,No,0802,
Workshop on Programming Languages and Operating Systems,PLOS,CORE2023,C,Yes,4606,
Workshop on Quantum Information Processing,QIP,CORE2018,C,No,0802,
Workshop on Real-Time Databases,RTDB,CORE2018,C,No,0804,
Workshop on Research Issues in Data Mining and Knowledge Discovery,DMKD,CORE2018,C,No,0804,
Workshop on Robust Shape Operations,WRSO,CORE2018,C,No,0804,
"Workshop on Scientific Knowledge, Information, and Computing",SIDEKIC,CORE2018,C,No,0899,
Workshop on Security and Privacy in e-Commerce,SPEC,CORE2018,C,No,0806,
Workshop on Service Oriented Computing,SOCASE,CORE2018,C,No,0805,
Workshop on the Arithmetic of Finite Fields,WAIFI,CORE2023,C,No,4613,
Workshop on Theoretical and Algorithmic Aspects of Sensor and Ad-hoc Networks,WTASA,CORE2018,C,No,1006,
